	season	yr	mnth	weathersit	temp	hum	windspeed	cnt
135	2	0	5	1	0.5775	0.787917	0.126871	3958.0
136	2	0	5	2	0.561667	0.837917	0.277354	4123.0
137	2	0	5	2	0.55	0.87	0.201492	3855.0
138	2	0	5	2	0.530833	0.829583	0.10821300000000002	4575.0
139	2	0	5	1	0.536667	0.719583	0.125013	4917.0
140	2	0	5	1	0.6025	0.626667	0.12065	5805.0
141	2	0	5	1	0.604167	0.749583	0.148008	4660.0
142	2	0	5	2	0.631667	0.81	0.233842	4274.0
143	2	0	5	2	0.66	0.740833	0.207092	4492.0
144	2	0	5	1	0.660833	0.69625	0.15423299999999998	4978.0
145	2	0	5	1	0.708333	0.6775	0.19964200000000001	4677.0
146	2	0	5	1	0.681667	0.65375	0.240679	4679.0
147	2	0	5	1	0.655833	0.729583	0.23009200000000002	4758.0
149	2	0	5	1	0.733333	0.685	0.131225	4098.0
150	2	0	5	1	0.775	0.6293488681318677	0.179108	3982.0
151	2	0	6	2	0.764167	0.677083	0.207092	3974.0
152	2	0	6	1	0.715	0.305	0.29228699999999996	4968.0
153	2	0	6	1	0.62	0.354167	0.253121	5312.0
154	2	0	6	1	0.635	0.45625	0.123142	5342.0
155	2	0	6	2	0.648333	0.6525	0.138692	4906.0
156	2	0	6	1	0.678333	0.6	0.121896	4548.0
157	2	0	6	1	0.7075	0.597917	0.187808	4833.0
158	2	0	6	1	0.775833	0.6220829999999999	0.136817	4401.0
159	2	0	6	2	0.808333	0.568333	0.149883	3915.0
160	2	0	6	1	0.755	0.605	0.14055399999999998	4586.0
161	2	0	6	1	0.725	0.654583	0.15485	4966.0
162	2	0	6	1	0.6925	0.747917	0.16356700000000002	4460.0
163	2	0	6	1	0.635	0.494583	0.30535	5020.0
164	2	0	6	1	0.604167	0.507083	0.269283	4891.0
165	2	0	6	1	0.626667	0.471667	0.16791199999999998	5180.0
166	2	0	6	2	0.628333	0.688333	0.20647100000000002	3767.0
167	2	0	6	1	0.649167	0.735833	0.143029	4844.0
168	2	0	6	1	0.696667	0.670417	0.11940799999999999	5119.0
169	2	0	6	2	0.699167	0.666667	0.102	4744.0
170	2	0	6	2	0.635	0.74625	0.155475	4010.0
171	3	0	6	2	0.680833	0.770417	0.171025	4835.0
172	3	0	6	1	0.733333	0.7075	0.172262	4507.0
173	3	0	6	2	0.728333	0.703333	0.238804	4790.0
174	3	0	6	1	0.724167	0.573333	0.222025	4991.0
175	3	0	6	1	0.695	0.483333	0.209571	5202.0
176	3	0	6	1	0.68	0.513333	0.09453330000000001	5305.0
177	3	0	6	2	0.6825	0.658333	0.10758800000000002	4708.0
178	3	0	6	1	0.744167	0.634167	0.144283	4648.0
179	3	0	6	1	0.728333	0.497917	0.261821	5225.0
180	3	0	6	1	0.696667	0.434167	0.18531199999999998	5515.0
181	3	0	7	1	0.7225	0.39625	0.10260799999999999	5362.0
182	3	0	7	1	0.738333	0.444583	0.11506199999999998	5119.0
185	3	0	7	1	0.746667	0.590417	0.12625799999999998	4665.0
186	3	0	7	1	0.72	0.743333	0.149883	4629.0
187	3	0	7	1	0.75	0.65125	0.1592	4592.0
188	3	0	7	2	0.709167	0.757917	0.225129	4040.0
189	3	0	7	1	0.733333	0.609167	0.16791199999999998	5336.0
190	3	0	7	1	0.7475	0.578333	0.183471	4881.0
191	3	0	7	1	0.7625	0.635833	0.282337	4086.0
192	3	0	7	1	0.794167	0.559167	0.200254	4258.0
193	3	0	7	1	0.746667	0.631667	0.14613299999999999	4342.0
194	3	0	7	1	0.680833	0.47625	0.24066700000000002	5084.0
195	3	0	7	1	0.663333	0.59125	0.182833	5538.0
197	3	0	7	1	0.719167	0.604167	0.245033	5302.0
198	3	0	7	1	0.746667	0.65125	0.215804	4458.0
199	3	0	7	1	0.776667	0.650417	0.1306	4541.0
200	3	0	7	1	0.768333	0.707083	0.113817	4332.0
201	3	0	7	2	0.815	0.69125	0.222021	3784.0
202	3	0	7	1	0.848333	0.580417	0.1331	3387.0
203	3	0	7	1	0.849167	0.5	0.131221	3285.0
204	3	0	7	1	0.83	0.550833	0.16917100000000002	3606.0
205	3	0	7	1	0.743333	0.757083	0.09080830000000001	3840.0
206	3	0	7	1	0.771667	0.540833	0.200258	4590.0
207	3	0	7	1	0.775	0.402917	0.18346300000000001	4656.0
208	3	0	7	1	0.779167	0.583333	0.178479	4390.0
209	3	0	7	1	0.838333	0.5425	0.17413800000000001	3846.0
210	3	0	7	1	0.804167	0.465833	0.168537	4475.0
211	3	0	7	1	0.805833	0.480833	0.16481300000000002	4302.0
212	3	0	8	1	0.771667	0.550833	0.156717	4266.0
213	3	0	8	1	0.783333	0.49125	0.20585	4845.0
214	3	0	8	2	0.731667	0.6575	0.13558299999999998	3574.0
215	3	0	8	2	0.71	0.7575	0.19715	4576.0
216	3	0	8	1	0.710833	0.630833	0.184696	4866.0
217	3	0	8	2	0.716667	0.755	0.22825	4294.0
218	3	0	8	1	0.7425	0.7529170000000001	0.201487	3785.0
219	3	0	8	1	0.765	0.592083	0.192175	4326.0
220	3	0	8	1	0.775	0.570417	0.151121	4602.0
221	3	0	8	1	0.766667	0.424167	0.200258	4780.0
222	3	0	8	1	0.7175	0.42375	0.164796	4792.0
223	3	0	8	1	0.708333	0.415	0.125621	4905.0
224	3	0	8	2	0.685833	0.729583	0.211454	4150.0
225	3	0	8	2	0.676667	0.8175	0.222633	3820.0
226	3	0	8	1	0.665833	0.712083	0.208954	4338.0
227	3	0	8	1	0.700833	0.578333	0.23632899999999998	4725.0
228	3	0	8	1	0.723333	0.575417	0.14366700000000002	4694.0
229	3	0	8	1	0.711667	0.654583	0.233208	3805.0
230	3	0	8	2	0.685	0.722917	0.139308	4153.0
231	3	0	8	1	0.6975	0.674167	0.104467	5191.0
232	3	0	8	1	0.710833	0.77	0.248754	3873.0
233	3	0	8	1	0.691667	0.47	0.27675	4758.0
234	3	0	8	1	0.640833	0.455417	0.146763	5895.0
235	3	0	8	1	0.673333	0.605	0.253108	5130.0
236	3	0	8	2	0.684167	0.771667	0.210833	3542.0
237	3	0	8	1	0.7	0.76125	0.0839625	4661.0
238	3	0	8	2	0.68	0.85	0.37561700000000003	1115.0
239	3	0	8	1	0.707059	0.561765	0.304659	4334.0
240	3	0	8	1	0.636667	0.554583	0.159825	4634.0
241	3	0	8	1	0.639167	0.548333	0.12500799999999998	5204.0
242	3	0	8	1	0.656667	0.597917	0.08333330000000001	5058.0
243	3	0	9	1	0.655	0.639167	0.141796	5115.0
244	3	0	9	2	0.643333	0.727083	0.139929	4727.0
245	3	0	9	1	0.669167	0.716667	0.185325	4484.0
247	3	0	9	2	0.673333	0.790417	0.212696	3351.0
248	3	0	9	3	0.54	0.886957	0.343943	2710.0
249	3	0	9	3	0.599167	0.917083	0.0970208	1996.0
250	3	0	9	3	0.6339130000000001	0.939565	0.192748	1842.0
251	3	0	9	2	0.65	0.897917	0.12437899999999999	3544.0
252	3	0	9	1	0.66	0.75375	0.153608	5345.0
253	3	0	9	1	0.6533329999999999	0.71375	0.11505399999999999	5046.0
254	3	0	9	1	0.6443479999999999	0.692174	0.088913	4713.0
255	3	0	9	1	0.650833	0.7125	0.14180399999999999	4763.0
256	3	0	9	1	0.673333	0.697083	0.1673	4785.0
257	3	0	9	2	0.5775	0.709167	0.271146	3659.0
258	3	0	9	2	0.469167	0.590417	0.164183	4760.0
259	3	0	9	2	0.491667	0.718333	0.189675	4511.0
260	3	0	9	1	0.5075	0.695	0.178483	4274.0
261	3	0	9	2	0.549167	0.69	0.15174200000000002	4539.0
262	3	0	9	2	0.561667	0.88125	0.134954	3641.0
263	3	0	9	2	0.595	0.9	0.0964042	4352.0
264	3	0	9	2	0.628333	0.902083	0.128125	4795.0
265	4	0	9	2	0.609167	0.9725	0.0783667	2395.0
266	4	0	9	2	0.606667	0.8625	0.0783833	5423.0
267	4	0	9	2	0.634167	0.845	0.0503792	5010.0
268	4	0	9	2	0.649167	0.848333	0.1107	4630.0
269	4	0	9	2	0.636667	0.885417	0.118171	4120.0
270	4	0	9	2	0.635	0.84875	0.14862899999999998	3907.0
271	4	0	9	1	0.616667	0.699167	0.17288299999999998	4839.0
272	4	0	9	1	0.564167	0.6475	0.206475	5202.0
273	4	0	10	2	0.41	0.75375	0.292296	2429.0
274	4	0	10	2	0.356667	0.791667	0.22201300000000002	2918.0
275	4	0	10	2	0.384167	0.760833	0.08334580000000001	3570.0
276	4	0	10	1	0.484167	0.71	0.205854	4456.0
277	4	0	10	1	0.538333	0.647917	0.17725	4826.0
278	4	0	10	1	0.494167	0.620833	0.134954	4765.0
279	4	0	10	1	0.510833	0.684167	0.0223917	4985.0
280	4	0	10	1	0.521667	0.70125	0.0454042	5409.0
282	4	0	10	1	0.570833	0.73375	0.0423042	5117.0
283	4	0	10	2	0.566667	0.80875	0.143042	4563.0
284	4	0	10	3	0.543333	0.90625	0.24815	2416.0
285	4	0	10	2	0.589167	0.896667	0.141787	2913.0
286	4	0	10	2	0.550833	0.71625	0.223883	3644.0
287	4	0	10	1	0.506667	0.483333	0.258083	5217.0
288	4	0	10	1	0.511667	0.486667	0.281717	5041.0
289	4	0	10	1	0.5341670000000001	0.579583	0.175379	4570.0
290	4	0	10	2	0.5325	0.701667	0.11008699999999999	4748.0
291	4	0	10	3	0.5417390000000001	0.895217	0.243339	2424.0
292	4	0	10	1	0.475833	0.63625	0.179108	4195.0
293	4	0	10	1	0.4275	0.574167	0.221396	4304.0
294	4	0	10	1	0.4225	0.629167	0.09266669999999999	4308.0
295	4	0	10	1	0.421667	0.74125	0.0995125	4381.0
296	4	0	10	1	0.463333	0.772083	0.11879200000000001	4187.0
297	4	0	10	1	0.471667	0.622917	0.166658	4687.0
298	4	0	10	2	0.484167	0.720417	0.148642	3894.0
299	4	0	10	2	0.47	0.812917	0.19776300000000002	2659.0
300	4	0	10	2	0.330833	0.585833	0.229479	3747.0
301	4	0	10	3	0.25416700000000003	0.8825	0.351371	627.0
302	4	0	10	1	0.31916700000000003	0.62375	0.176617	3331.0
303	4	0	10	1	0.34	0.703333	0.10635	3669.0
304	4	0	11	1	0.400833	0.68375	0.135571	4068.0
305	4	0	11	1	0.3775	0.71875	0.08209169999999999	4186.0
306	4	0	11	1	0.408333	0.702083	0.136817	3974.0
307	4	0	11	2	0.403333	0.6225	0.271779	4046.0
308	4	0	11	1	0.326667	0.519167	0.18906199999999998	3926.0
309	4	0	11	1	0.348333	0.734583	0.09205419999999999	3649.0
310	4	0	11	1	0.395	0.75875	0.057225	4035.0
311	4	0	11	1	0.408333	0.7216670000000001	0.0690375	4205.0
312	4	0	11	1	0.4	0.758333	0.06219580000000001	4109.0
313	4	0	11	2	0.38	0.813333	0.189067	2933.0
314	4	0	11	1	0.324167	0.44625	0.314675	3368.0
315	4	0	11	1	0.356667	0.552917	0.212062	4067.0
316	4	0	11	1	0.440833	0.458333	0.281721	3717.0
317	4	0	11	1	0.53	0.587083	0.306596	4486.0
318	4	0	11	2	0.53	0.68875	0.199633	4195.0
319	4	0	11	3	0.456667	0.93	0.136829	1817.0
320	4	0	11	2	0.341667	0.575833	0.30536199999999997	3053.0
321	4	0	11	1	0.274167	0.41	0.168533	3392.0
322	4	0	11	1	0.329167	0.502083	0.224496	3663.0
323	4	0	11	2	0.463333	0.6845829999999999	0.18595	3520.0
324	4	0	11	3	0.4475	0.91	0.138054	2765.0
325	4	0	11	3	0.416667	0.9625	0.11879200000000001	1607.0
326	4	0	11	2	0.440833	0.757917	0.335825	2566.0
327	4	0	11	1	0.37333299999999997	0.549167	0.167304	1495.0
328	4	0	11	1	0.375	0.64375	0.0988958	2792.0
329	4	0	11	1	0.375833	0.681667	0.0684208	3068.0
330	4	0	11	1	0.459167	0.698333	0.208954	3071.0
331	4	0	11	1	0.503478	0.743043	0.142122	3867.0
332	4	0	11	2	0.458333	0.830833	0.258092	2914.0
333	4	0	11	1	0.325	0.613333	0.271158	3613.0
334	4	0	12	1	0.3125	0.524583	0.220158	3727.0
335	4	0	12	1	0.31416700000000003	0.625833	0.100754	3940.0
336	4	0	12	1	0.299167	0.612917	0.0957833	3614.0
337	4	0	12	1	0.330833	0.775833	0.08395830000000001	3485.0
338	4	0	12	2	0.385833	0.827083	0.06220830000000001	3811.0
339	4	0	12	3	0.4625	0.949583	0.23258299999999998	2594.0
340	4	0	12	3	0.41	0.970417	0.266175	705.0
341	4	0	12	1	0.265833	0.58	0.240058	3322.0
342	4	0	12	1	0.290833	0.695833	0.08271669999999999	3620.0
343	4	0	12	1	0.275	0.5075	0.233221	3190.0
344	4	0	12	1	0.220833	0.49	0.0665417	2743.0
345	4	0	12	1	0.238333	0.670833	0.06345	3310.0
346	4	0	12	1	0.2825	0.59	0.14055	3523.0
347	4	0	12	2	0.3175	0.66375	0.06095830000000001	3740.0
348	4	0	12	2	0.4225	0.634167	0.268042	3709.0
349	4	0	12	2	0.375	0.500417	0.260575	3577.0
350	4	0	12	2	0.258333	0.560833	0.243167	2739.0
351	4	0	12	1	0.238333	0.58625	0.16977899999999999	2431.0
352	4	0	12	1	0.276667	0.6375	0.172896	3403.0
353	4	0	12	2	0.385833	0.595417	0.06157080000000001	3750.0
354	1	0	12	2	0.428333	0.858333	0.2214	2660.0
355	1	0	12	2	0.423333	0.7575	0.047275	3068.0
356	1	0	12	1	0.37333299999999997	0.68625	0.274246	2209.0
357	1	0	12	1	0.3025	0.5425	0.190304	1011.0
358	1	0	12	1	0.274783	0.681304	0.155091	754.0
359	1	0	12	1	0.321739	0.506957	0.239465	1317.0
360	1	0	12	2	0.325	0.7625	0.18845	1162.0
361	1	0	12	1	0.29913	0.503913	0.29396100000000003	2302.0
362	1	0	12	1	0.248333	0.574167	0.11941199999999999	2423.0
363	1	0	12	1	0.311667	0.636667	0.13433699999999998	2999.0
364	1	0	12	1	0.41	0.615833	0.220154	2485.0
365	1	1	1	1	0.37	0.6925	0.192167	2294.0
366	1	1	1	1	0.273043	0.381304	0.329665	1951.0
367	1	1	1	1	0.15	0.44125	0.365671	2236.0
368	1	1	1	2	0.1075	0.414583	0.1847	2368.0
369	1	1	1	1	0.265833	0.524167	0.129987	3272.0
370	1	1	1	1	0.334167	0.542083	0.167908	4098.0
371	1	1	1	1	0.393333	0.531667	0.174758	4521.0
372	1	1	1	1	0.3375	0.465	0.19154200000000002	3425.0
373	1	1	1	2	0.224167	0.701667	0.0989	2376.0
374	1	1	1	1	0.308696	0.646522	0.187552	3598.0
375	1	1	1	2	0.274167	0.8475	0.131221	2177.0
376	1	1	1	2	0.3825	0.802917	0.18096700000000002	4097.0
377	1	1	1	1	0.274167	0.5075	0.378108	3214.0
378	1	1	1	1	0.18	0.4575	0.187183	2493.0
379	1	1	1	1	0.166667	0.419167	0.251258	2311.0
380	1	1	1	1	0.19	0.5225	0.23135799999999998	2298.0
381	1	1	1	2	0.37304299999999996	0.716087	0.34913	2935.0
382	1	1	1	1	0.303333	0.443333	0.179108	3376.0
383	1	1	1	1	0.19	0.4975	0.220158	3292.0
384	1	1	1	2	0.2175	0.45	0.20275	3163.0
385	1	1	1	2	0.173333	0.83125	0.222642	1301.0
386	1	1	1	2	0.1625	0.79625	0.199638	1977.0
387	1	1	1	2	0.218333	0.91125	0.11070799999999999	2432.0
388	1	1	1	1	0.3425	0.835833	0.123767	4339.0
389	1	1	1	1	0.294167	0.64375	0.161071	4270.0
390	1	1	1	2	0.341667	0.769583	0.07339580000000001	4075.0
391	1	1	1	2	0.425	0.74125	0.342667	3456.0
392	1	1	1	1	0.315833	0.543333	0.210829	4023.0
393	1	1	1	1	0.2825	0.31125	0.24005	3243.0
394	1	1	1	1	0.269167	0.400833	0.215792	3624.0
395	1	1	1	1	0.39	0.416667	0.261817	4509.0
396	1	1	2	1	0.469167	0.507917	0.189067	4579.0
397	1	1	2	2	0.399167	0.672917	0.187187	3761.0
398	1	1	2	1	0.313333	0.526667	0.17849600000000002	4151.0
399	1	1	2	2	0.264167	0.779583	0.121896	2832.0
400	1	1	2	2	0.265833	0.687917	0.175996	2947.0
401	1	1	2	1	0.282609	0.622174	0.1538	3784.0
402	1	1	2	1	0.354167	0.49625	0.147379	4375.0
403	1	1	2	2	0.25666700000000003	0.722917	0.133721	2802.0
404	1	1	2	1	0.265	0.562083	0.194037	3830.0
405	1	1	2	2	0.280833	0.54	0.11692899999999999	3831.0
406	1	1	2	3	0.224167	0.73125	0.289796	2169.0
407	1	1	2	1	0.1275	0.46458299999999997	0.179108	1529.0
408	1	1	2	1	0.2225	0.41125	0.167283	3422.0
409	1	1	2	2	0.31916700000000003	0.50875	0.141179	3922.0
410	1	1	2	1	0.348333	0.53125	0.1816	4169.0
411	1	1	2	2	0.31666700000000003	0.7529170000000001	0.091425	3005.0
412	1	1	2	1	0.343333	0.634583	0.205846	4154.0
413	1	1	2	1	0.346667	0.534583	0.190929	4318.0
414	1	1	2	2	0.28	0.515833	0.253112	2689.0
415	1	1	2	1	0.28	0.507826	0.22908299999999998	3129.0
416	1	1	2	1	0.287826	0.594348	0.205717	3777.0
417	1	1	2	1	0.395833	0.567917	0.234471	4773.0
418	1	1	2	1	0.454167	0.554583	0.190913	5062.0
419	1	1	2	2	0.4075	0.7375	0.237567	3487.0
420	1	1	2	1	0.290833	0.395833	0.179108	2732.0
421	1	1	2	1	0.279167	0.41	0.205229	3389.0
422	1	1	2	1	0.366667	0.490833	0.26803299999999997	4322.0
423	1	1	2	1	0.359167	0.395833	0.193417	4363.0
424	1	1	2	2	0.344348	0.804783	0.179117	1834.0
425	1	1	3	1	0.485833	0.615417	0.226987	4990.0
426	1	1	3	2	0.353333	0.657083	0.144904	3194.0
427	1	1	3	2	0.414167	0.62125	0.161079	4066.0
428	1	1	3	1	0.325833	0.403333	0.334571	3423.0
429	1	1	3	1	0.243333	0.50625	0.228858	3333.0
430	1	1	3	1	0.258333	0.456667	0.200875	3956.0
431	1	1	3	1	0.404167	0.513333	0.345779	4916.0
432	1	1	3	1	0.5275	0.5675	0.179108	5382.0
433	1	1	3	2	0.410833	0.407083	0.179108	4569.0
434	1	1	3	1	0.2875	0.35041700000000003	0.22575	4118.0
435	1	1	3	1	0.361739	0.47695699999999996	0.22258699999999998	4911.0
436	1	1	3	1	0.466667	0.489167	0.207713	5298.0
437	1	1	3	1	0.565	0.6175	0.23695	5847.0
438	1	1	3	1	0.5725	0.507083	0.11506199999999998	6312.0
439	1	1	3	1	0.5575	0.579583	0.149883	6192.0
440	1	1	3	2	0.43583299999999997	0.842083	0.113192	4378.0
442	1	1	3	2	0.4725	0.81	0.126883	5892.0
443	1	1	3	1	0.545	0.72875	0.16231700000000002	6153.0
444	1	1	3	1	0.560833	0.807917	0.121271	6093.0
445	2	1	3	2	0.531667	0.82125	0.08955830000000001	6230.0
446	2	1	3	1	0.554167	0.83125	0.11756199999999999	6871.0
448	2	1	3	2	0.5025	0.885417	0.19278299999999998	3372.0
449	2	1	3	2	0.4375	0.880833	0.220775	4996.0
450	2	1	3	1	0.445833	0.477917	0.179108	5558.0
451	2	1	3	1	0.323333	0.29	0.187192	5102.0
452	2	1	3	1	0.484167	0.48125	0.291671	5698.0
453	2	1	3	1	0.494167	0.43916700000000003	0.31965	6133.0
454	2	1	3	2	0.37	0.580833	0.138067	5459.0
